"Time","ts-station-food-service-bbffbd779-qbpwz","ts-auth-service-5cd94cf4c9-pr4sc","ts-consign-service-69fdbff744-t4nnm","ts-execute-service-667756b4bf-vrl4r","ts-travel-plan-service-57865655f6-vklhv","ts-basic-service-c57455994-5rf52","ts-food-delivery-service-85c449576c-7jtrf","ts-train-service-c7fc88877-mm8n9","ts-config-service-55f74d8b79-mt2ln","tsdb-mysql-2","ts-assurance-service-569ffd759f-nzddv","tsdb-mysql-2","tsdb-mysql-0","ts-admin-route-service-5d486755c-mxt4j","tsdb-mysql-1","ts-order-other-service-6666b4d4d-x6l64","ts-ui-dashboard-7b5d44c888-gqlfj","ts-delivery-service-857d89f589-nrpbf","nacosdb-mysql-0","ts-avatar-service-ff8977c96-z6h7t","ts-travel-service-699599cdf5-mffdb","ts-seat-service-54f7bb8465-rzgwd","nacosdb-mysql-2","ts-admin-travel-service-7d4d447494-lz7vv","ts-wait-order-service-6f7f78bb5d-8f78g","ts-verification-code-service-58d4c7b777-p96jk","tsdb-mysql-0","ts-rebook-service-79586f4dbc-lh6w9","ts-consign-price-service-764c676495-rblv4","ts-preserve-service-56dfc8d6d-vnlpb","ts-route-plan-service-6594877d59-qrh8f","nacosdb-mysql-1","ts-user-service-77988d68d8-kp6gg","ts-route-service-6f5855dc47-7ht8z","ts-station-service-798774f5d-dpsf5","nacosdb-mysql-1","ts-gateway-service-8585c745cd-mn5vn","ts-food-service-85b5445f7-69dvs","ts-notification-service-66777dd945-g9l6f","ts-preserve-other-service-5b9bbf9cf-hjzpg","ts-order-service-69885cc6c8-4mcjr","ts-admin-basic-info-service-d8d4b4ff9-s7zth","ts-voucher-service-7545b4fb7c-v46q2","ts-cancel-service-55b6778574-7zfnb","nacosdb-mysql-2","ts-admin-user-service-c544d7b74-xj8pn","ts-price-service-55c8646c4c-hjw4b","ts-ticket-office-service-9979b76f9-ztj64","ts-news-service-7665fdf4c-hlrml","ts-admin-order-service-787856598f-fl56n","tsdb-mysql-1","nacosdb-mysql-0","ts-train-food-service-f544897f-jd76n","ts-inside-payment-service-7f87878d9f-mqp8l","ts-travel2-service-5db558f8d9-4tk7g","ts-payment-service-7fc4c49d89-7zrgj","ts-contacts-service-69864b9cd7-j7kng","ts-security-service-7fd5f9ff9c-k4nxj"
2024-01-02 15:03:40,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,32.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,23.0 ms,252.3 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.4 ms,0 s,0 s,0 s,0 s,0 s,14.3 ms,18.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:03:45,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,31.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,21.3 ms,253.4 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.4 ms,0 s,0 s,0 s,0 s,0 s,9.2 ms,13.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:03:50,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.0 ms,256.3 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.7 ms,0 s,0 s,0 s,0 s,0 s,10.6 ms,14.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:03:55,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.8 ms,253.2 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.4 ms,0 s,0 s,0 s,0 s,0 s,10.6 ms,9.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:04:00,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.7 ms,0 s,0 s,0 s,0 s,0 s,6.0 ms,17.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:04:05,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.6 ms,0 s,0 s,0 s,0 s,0 s,3.2 ms,14.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:04:10,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.8 ms,0 s,0 s,0 s,0 s,0 s,2.9 ms,16.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:04:15,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.6 ms,0 s,0 s,0 s,0 s,0 s,5.9 ms,13.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:04:20,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,21.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.5 ms,0 s,0 s,0 s,0 s,0 s,8.6 ms,19.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:04:25,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,7.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,21.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.1 ms,0 s,0 s,0 s,0 s,0 s,8.3 ms,16.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:04:30,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.9 ms,0 s,0 s,0 s,0 s,0 s,8.3 ms,24.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:04:35,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,21.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.1 ms,0 s,0 s,0 s,0 s,0 s,14.4 ms,23.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:04:40,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.7 ms,0 s,0 s,0 s,0 s,0 s,16.2 ms,24.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:04:45,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,21.5 ms,0 s,0 s,0 s,0 s,0 s,15.0 ms,23.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:04:50,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.0 ms,0 s,0 s,0 s,0 s,0 s,19.7 ms,27.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:04:55,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,23.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.9 ms,0 s,0 s,0 s,0 s,0 s,19.5 ms,19.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:05:00,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,21.0 ms,0 s,0 s,0 s,0 s,0 s,20.6 ms,23.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:05:05,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.6 ms,0 s,0 s,0 s,0 s,0 s,20.2 ms,21.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:05:10,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.6 ms,0 s,0 s,0 s,0 s,0 s,19.8 ms,25.5 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:05:15,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.8 ms,0 s,0 s,0 s,0 s,0 s,17.6 ms,19.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:05:20,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.3 ms,0 s,0 s,0 s,0 s,0 s,17.2 ms,23.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:05:25,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.9 ms,0 s,0 s,0 s,0 s,0 s,21.0 ms,19.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:05:30,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.6 ms,0 s,0 s,0 s,10.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.2 ms,0 s,0 s,0 s,0 s,0 s,18.9 ms,24.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:05:35,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.5 ms,0 s,0 s,0 s,16.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,30.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.3 ms,0 s,0 s,0 s,0 s,0 s,16.6 ms,23.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:05:40,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.6 ms,0 s,0 s,0 s,17.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,29.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.9 ms,0 s,0 s,0 s,0 s,0 s,17.6 ms,29.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:05:45,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.6 ms,0 s,0 s,0 s,17.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,28.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.0 ms,0 s,0 s,0 s,0 s,0 s,12.7 ms,25.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:05:50,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.6 ms,0 s,0 s,0 s,18.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,28.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.1 ms,0 s,0 s,0 s,0 s,0 s,18.8 ms,30.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:05:55,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.6 ms,0 s,0 s,0 s,16.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,29.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.3 ms,0 s,0 s,0 s,0 s,0 s,17.7 ms,26.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:06:00,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.6 ms,0 s,0 s,0 s,18.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,34.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,26.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.2 ms,0 s,0 s,0 s,0 s,0 s,19.8 ms,43.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:06:05,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.5 ms,0 s,0 s,0 s,17.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,34.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,26.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.0 ms,0 s,0 s,0 s,0 s,0 s,17.7 ms,39.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:06:10,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.6 ms,0 s,0 s,0 s,17.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,34.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.2 ms,0 s,0 s,0 s,0 s,0 s,20.6 ms,41.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:06:15,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.6 ms,0 s,0 s,0 s,20.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,23.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.0 ms,0 s,0 s,0 s,0 s,0 s,20.5 ms,36.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:06:20,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.6 ms,0 s,0 s,0 s,20.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,23.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,32.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.8 ms,0 s,0 s,0 s,0 s,0 s,21.2 ms,35.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:06:25,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,26.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,33.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.6 ms,0 s,0 s,0 s,0 s,0 s,17.4 ms,30.0 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:06:30,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,28.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.2 ms,0 s,0 s,0 s,0 s,0 s,17.4 ms,31.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:06:35,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,25.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,13.8 ms,0 s,0 s,0 s,0 s,0 s,21.8 ms,25.1 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:06:40,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.0 ms,0 s,0 s,0 s,0 s,0 s,27.8 ms,29.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:06:45,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,27.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.5 ms,0 s,0 s,0 s,0 s,0 s,21.3 ms,25.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:06:50,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,26.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.5 ms,0 s,0 s,0 s,0 s,0 s,21.8 ms,25.9 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:06:55,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.5 ms,0 s,0 s,0 s,0 s,0 s,22.4 ms,9.4 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:07:00,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,23.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.9 ms,0 s,0 s,0 s,0 s,0 s,22.4 ms,12.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:07:05,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.3 ms,0 s,0 s,0 s,0 s,0 s,19.1 ms,11.7 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:07:10,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,17.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,28.2 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.7 ms,0 s,0 s,0 s,0 s,0 s,20.1 ms,23.1 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:07:15,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,20.8 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.8 ms,0 s,0 s,0 s,0 s,0 s,15.7 ms,21.2 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:07:20,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,24.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.8 ms,0 s,0 s,0 s,0 s,0 s,20.9 ms,27.8 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:07:25,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,23.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,16.1 ms,0 s,0 s,0 s,0 s,0 s,20.9 ms,26.3 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:07:30,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,15.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,14.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,22.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.4 ms,0 s,0 s,0 s,0 s,0 s,15.9 ms,34.6 ms,0 s,0 s,0 s,0 s,0 s,0 s
2024-01-02 15:07:35,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,19.0 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,10.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,21.7 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,18.0 ms,0 s,0 s,0 s,0 s,0 s,9.8 ms,30.1 ms,0 s,0 s,0 s,0 s,0 s,0 s
