"Time","ts-station-food-service-bbffbd779-qbpwz","ts-auth-service-5cd94cf4c9-pr4sc","ts-consign-service-69fdbff744-t4nnm","ts-execute-service-667756b4bf-vrl4r","ts-travel-plan-service-57865655f6-vklhv","ts-basic-service-c57455994-5rf52","ts-food-delivery-service-85c449576c-7jtrf","ts-train-service-c7fc88877-mm8n9","ts-config-service-55f74d8b79-mt2ln","tsdb-mysql-2","ts-assurance-service-569ffd759f-nzddv","tsdb-mysql-2","tsdb-mysql-0","ts-admin-route-service-5d486755c-mxt4j","tsdb-mysql-1","ts-order-other-service-6666b4d4d-x6l64","ts-ui-dashboard-7b5d44c888-gqlfj","ts-delivery-service-857d89f589-nrpbf","nacosdb-mysql-0","ts-avatar-service-ff8977c96-z6h7t","ts-travel-service-699599cdf5-mffdb","ts-seat-service-54f7bb8465-rzgwd","nacosdb-mysql-2","ts-admin-travel-service-7d4d447494-lz7vv","ts-wait-order-service-6f7f78bb5d-8f78g","ts-verification-code-service-58d4c7b777-p96jk","tsdb-mysql-0","ts-rebook-service-79586f4dbc-lh6w9","ts-consign-price-service-764c676495-rblv4","ts-preserve-service-56dfc8d6d-vnlpb","ts-route-plan-service-6594877d59-qrh8f","nacosdb-mysql-1","ts-user-service-77988d68d8-kp6gg","ts-route-service-6f5855dc47-7ht8z","ts-station-service-798774f5d-dpsf5","nacosdb-mysql-1","ts-gateway-service-8585c745cd-mn5vn","ts-food-service-85b5445f7-69dvs","ts-notification-service-66777dd945-g9l6f","ts-preserve-other-service-5b9bbf9cf-hjzpg","ts-order-service-69885cc6c8-4mcjr","ts-admin-basic-info-service-d8d4b4ff9-s7zth","ts-voucher-service-7545b4fb7c-v46q2","ts-cancel-service-55b6778574-7zfnb","nacosdb-mysql-2","ts-admin-user-service-c544d7b74-xj8pn","ts-price-service-55c8646c4c-hjw4b","ts-ticket-office-service-9979b76f9-ztj64","ts-news-service-7665fdf4c-hlrml","ts-admin-order-service-787856598f-fl56n","tsdb-mysql-1","nacosdb-mysql-0","ts-train-food-service-f544897f-jd76n","ts-inside-payment-service-7f87878d9f-mqp8l","ts-travel2-service-5db558f8d9-4tk7g","ts-payment-service-7fc4c49d89-7zrgj","ts-contacts-service-69864b9cd7-j7kng","ts-security-service-7fd5f9ff9c-k4nxj"
2024-01-02 14:15:15,5.0 ms,4.8 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,73.7 ms,3.7 ms,0 s,0 s,0 s,326.7 µs,0 s,0 s,0 s,0 s,187.9 ms,0 s,0 s,0 s,0 s,0 s,2.1 ms,0 s,0 s,57.2 ms,0 s,0 s,3.0 ms,1.8 ms,0 s,8.1 ms,160.8 ms,22.0 ms,0 s,0 s,6.3 ms,0 s,0 s,0 s,8.0 ms,18.6 ms,0 s,0 s,0 s,0 s,8.2 ms,8.3 ms,258.9 µs,0 s,0 s,0 s,74.8 ms,110.0 ms
2024-01-02 14:15:20,5.0 ms,4.3 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,73.5 ms,3.7 ms,0 s,0 s,0 s,1.3 ms,0 s,0 s,0 s,0 s,188.9 ms,0 s,0 s,0 s,0 s,0 s,2.1 ms,0 s,0 s,57.5 ms,0 s,0 s,3.0 ms,1.8 ms,0 s,10.8 ms,147.2 ms,16.5 ms,0 s,0 s,7.8 ms,0 s,0 s,0 s,6.6 ms,18.1 ms,0 s,0 s,0 s,0 s,8.2 ms,12.8 ms,264.0 µs,0 s,0 s,0 s,76.0 ms,113.0 ms
2024-01-02 14:15:25,5.1 ms,4.1 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,73.2 ms,4.4 ms,0 s,0 s,0 s,945.5 µs,0 s,0 s,0 s,0 s,160.8 ms,0 s,0 s,0 s,0 s,0 s,2.9 ms,0 s,0 s,58.0 ms,0 s,0 s,3.0 ms,504.9 µs,0 s,10.6 ms,16.5 ms,24.6 ms,0 s,0 s,7.6 ms,0 s,0 s,0 s,10.4 ms,17.7 ms,0 s,0 s,0 s,0 s,10.9 ms,13.4 ms,264.8 µs,0 s,0 s,0 s,76.0 ms,116.3 ms
2024-01-02 14:15:30,5.1 ms,3.8 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,72.4 ms,3.4 ms,0 s,0 s,0 s,920.1 µs,0 s,0 s,0 s,0 s,146.4 ms,0 s,0 s,0 s,0 s,0 s,2.9 ms,0 s,0 s,56.3 ms,0 s,0 s,3.1 ms,510.9 µs,0 s,10.3 ms,12.9 ms,24.3 ms,0 s,0 s,6.7 ms,0 s,0 s,0 s,10.8 ms,16.7 ms,0 s,0 s,0 s,0 s,9.9 ms,14.3 ms,268.1 µs,0 s,0 s,0 s,76.8 ms,70.4 ms
2024-01-02 14:15:35,5.1 ms,3.7 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,72.4 ms,1.0 ms,0 s,0 s,0 s,947.5 µs,0 s,0 s,0 s,0 s,142.1 ms,0 s,0 s,0 s,0 s,0 s,4.0 ms,0 s,0 s,24.8 ms,0 s,0 s,20.4 ms,509.7 µs,0 s,14.6 ms,29.0 ms,24.9 ms,0 s,0 s,6.7 ms,0 s,0 s,0 s,10.4 ms,18.8 ms,0 s,0 s,0 s,0 s,8.5 ms,13.8 ms,258.7 µs,0 s,0 s,0 s,72.3 ms,25.0 ms
2024-01-02 14:15:40,1.0 ms,3.7 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,52.8 ms,3.1 ms,0 s,0 s,0 s,915.1 µs,0 s,0 s,0 s,0 s,142.5 ms,0 s,0 s,0 s,0 s,0 s,3.3 ms,0 s,0 s,24.4 ms,0 s,0 s,26.5 ms,847.6 µs,0 s,18.7 ms,40.4 ms,24.3 ms,0 s,0 s,6.9 ms,0 s,0 s,0 s,10.5 ms,5.1 ms,0 s,0 s,0 s,0 s,13.4 ms,22.7 ms,4.1 ms,0 s,0 s,0 s,71.8 ms,13.1 ms
2024-01-02 14:15:45,1.0 ms,3.9 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,8.0 ms,2.8 ms,0 s,0 s,0 s,913.6 µs,0 s,0 s,0 s,0 s,143.3 ms,0 s,0 s,0 s,0 s,0 s,4.2 ms,0 s,0 s,38.3 ms,0 s,0 s,25.5 ms,1.8 ms,0 s,18.3 ms,78.8 ms,15.5 ms,0 s,0 s,11.4 ms,0 s,0 s,0 s,12.8 ms,5.1 ms,0 s,0 s,0 s,0 s,13.2 ms,20.4 ms,4.4 ms,0 s,0 s,0 s,69.5 ms,11.7 ms
2024-01-02 14:15:50,1.0 ms,4.0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,5.2 ms,3.0 ms,0 s,0 s,0 s,929.5 µs,0 s,0 s,0 s,0 s,129.8 ms,0 s,0 s,0 s,0 s,0 s,4.3 ms,0 s,0 s,38.9 ms,0 s,0 s,23.9 ms,1.5 ms,0 s,24.0 ms,85.4 ms,17.7 ms,0 s,0 s,11.6 ms,0 s,0 s,0 s,14.0 ms,1.9 ms,0 s,0 s,0 s,0 s,14.0 ms,21.2 ms,4.5 ms,0 s,0 s,0 s,15.4 ms,11.5 ms
2024-01-02 14:15:55,1.1 ms,4.2 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,5.1 ms,3.0 ms,0 s,0 s,0 s,930.8 µs,0 s,0 s,0 s,0 s,80.1 ms,0 s,0 s,0 s,0 s,0 s,4.3 ms,0 s,0 s,39.2 ms,0 s,0 s,22.6 ms,1.5 ms,0 s,24.2 ms,83.7 ms,14.8 ms,0 s,0 s,9.1 ms,0 s,0 s,0 s,13.1 ms,2.0 ms,0 s,0 s,0 s,0 s,12.6 ms,16.6 ms,4.1 ms,0 s,0 s,0 s,14.2 ms,11.4 ms
2024-01-02 14:16:00,1.0 ms,4.4 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,2.9 ms,4.1 ms,0 s,0 s,0 s,935.5 µs,0 s,0 s,0 s,0 s,5.1 ms,0 s,0 s,0 s,0 s,0 s,5.3 ms,0 s,0 s,37.6 ms,0 s,0 s,23.0 ms,1.5 ms,0 s,24.8 ms,87.4 ms,14.6 ms,0 s,0 s,11.7 ms,0 s,0 s,0 s,13.9 ms,2.0 ms,0 s,0 s,0 s,0 s,13.5 ms,18.8 ms,4.2 ms,0 s,0 s,0 s,14.3 ms,8.4 ms
2024-01-02 14:16:05,1.0 ms,4.6 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,4.1 ms,0 s,0 s,0 s,941.6 µs,0 s,0 s,0 s,0 s,5.0 ms,0 s,0 s,0 s,0 s,0 s,5.1 ms,0 s,0 s,18.9 ms,0 s,0 s,22.8 ms,1.2 ms,0 s,24.9 ms,85.4 ms,14.5 ms,0 s,0 s,10.4 ms,0 s,0 s,0 s,13.1 ms,2.0 ms,0 s,0 s,0 s,0 s,13.2 ms,18.7 ms,4.2 ms,0 s,0 s,0 s,13.9 ms,9.4 ms
2024-01-02 14:16:10,0 s,4.9 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,5.1 ms,0 s,0 s,0 s,3.4 ms,0 s,0 s,0 s,0 s,5.6 ms,0 s,0 s,0 s,0 s,0 s,7.0 ms,0 s,0 s,18.7 ms,0 s,0 s,23.1 ms,1.2 ms,0 s,25.6 ms,83.6 ms,14.7 ms,0 s,0 s,10.3 ms,0 s,0 s,0 s,16.9 ms,2.0 ms,0 s,0 s,0 s,0 s,10.0 ms,18.7 ms,4.2 ms,0 s,0 s,0 s,1.2 ms,9.5 ms
2024-01-02 14:16:15,337.4 µs,5.1 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,4.9 ms,0 s,0 s,0 s,2.5 ms,0 s,0 s,0 s,0 s,5.4 ms,0 s,0 s,0 s,0 s,0 s,6.9 ms,0 s,0 s,17.9 ms,0 s,0 s,23.3 ms,1.3 ms,0 s,22.9 ms,140.4 ms,14.8 ms,0 s,0 s,9.0 ms,0 s,0 s,0 s,16.7 ms,2.0 ms,0 s,0 s,0 s,0 s,10.1 ms,14.6 ms,4.2 ms,0 s,0 s,0 s,1.2 ms,5.0 ms
2024-01-02 14:16:20,325.7 µs,5.2 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,4.4 ms,0 s,0 s,0 s,2.5 ms,0 s,0 s,0 s,0 s,5.7 ms,0 s,0 s,0 s,0 s,0 s,5.3 ms,0 s,0 s,21.4 ms,0 s,0 s,23.3 ms,1.3 ms,0 s,26.0 ms,148.4 ms,6.0 ms,0 s,0 s,9.2 ms,0 s,0 s,0 s,13.2 ms,7.9 ms,0 s,0 s,0 s,0 s,8.7 ms,14.4 ms,4.2 ms,0 s,0 s,0 s,1.2 ms,3.3 ms
2024-01-02 14:16:25,323.4 µs,5.5 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,4.4 ms,0 s,0 s,0 s,2.4 ms,0 s,0 s,0 s,0 s,126.7 ms,0 s,0 s,0 s,0 s,0 s,5.4 ms,0 s,0 s,19.9 ms,0 s,0 s,23.0 ms,1.2 ms,0 s,25.2 ms,146.4 ms,6.1 ms,0 s,0 s,9.3 ms,0 s,0 s,0 s,12.8 ms,7.8 ms,0 s,0 s,0 s,0 s,8.7 ms,14.4 ms,4.6 ms,0 s,0 s,0 s,1.5 ms,3.3 ms
2024-01-02 14:16:30,336.9 µs,5.7 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,5.4 ms,0 s,0 s,0 s,2.4 ms,0 s,0 s,0 s,0 s,127.2 ms,0 s,0 s,0 s,0 s,0 s,4.2 ms,0 s,0 s,19.7 ms,0 s,0 s,5.4 ms,1.3 ms,0 s,21.2 ms,131.2 ms,6.0 ms,0 s,0 s,9.1 ms,0 s,0 s,0 s,12.8 ms,5.8 ms,0 s,0 s,0 s,0 s,9.8 ms,19.9 ms,4.7 ms,0 s,0 s,0 s,1.6 ms,2.2 ms
2024-01-02 14:16:35,330.8 µs,5.5 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.4 ms,0 s,0 s,0 s,2.5 ms,0 s,0 s,0 s,0 s,173.1 ms,0 s,0 s,0 s,0 s,0 s,4.2 ms,0 s,0 s,20.3 ms,0 s,0 s,0 s,915.9 µs,0 s,17.3 ms,118.8 ms,60.4 ms,0 s,0 s,9.1 ms,0 s,0 s,0 s,12.6 ms,5.8 ms,0 s,0 s,0 s,0 s,4.8 ms,10.7 ms,835.2 µs,0 s,0 s,0 s,1.6 ms,2.1 ms
2024-01-02 14:16:40,780.6 µs,5.5 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,4.3 ms,0 s,0 s,0 s,2.5 ms,0 s,0 s,0 s,0 s,171.6 ms,0 s,0 s,0 s,0 s,0 s,5.2 ms,0 s,0 s,7.0 ms,0 s,0 s,0 s,0 s,0 s,21.0 ms,72.4 ms,57.8 ms,0 s,0 s,2.8 ms,0 s,0 s,0 s,8.7 ms,6.8 ms,0 s,0 s,0 s,0 s,6.8 ms,12.0 ms,414.2 µs,0 s,0 s,0 s,4.0 ms,1.7 ms
2024-01-02 14:16:45,768.3 µs,5.6 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,4.1 ms,0 s,0 s,0 s,2.5 ms,0 s,0 s,0 s,0 s,173.1 ms,0 s,0 s,0 s,0 s,0 s,5.2 ms,0 s,0 s,7.1 ms,0 s,0 s,880.6 µs,0 s,0 s,14.5 ms,66.1 ms,54.9 ms,0 s,0 s,2.8 ms,0 s,0 s,0 s,7.7 ms,6.9 ms,0 s,0 s,0 s,0 s,6.1 ms,11.1 ms,405.4 µs,0 s,0 s,0 s,4.0 ms,1.8 ms
2024-01-02 14:16:50,760.7 µs,5.6 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,6.2 ms,0 s,0 s,0 s,2.5 ms,0 s,0 s,0 s,0 s,172.0 ms,0 s,0 s,0 s,0 s,0 s,5.3 ms,0 s,0 s,7.0 ms,0 s,0 s,914.0 µs,0 s,0 s,16.4 ms,199.5 ms,54.9 ms,0 s,0 s,8.7 ms,0 s,0 s,0 s,12.3 ms,6.9 ms,0 s,0 s,0 s,0 s,9.6 ms,11.9 ms,412.3 µs,0 s,0 s,0 s,4.8 ms,2.2 ms
2024-01-02 14:16:55,771.6 µs,5.7 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,5.2 ms,0 s,0 s,0 s,2.5 ms,0 s,0 s,0 s,0 s,189.2 ms,0 s,0 s,0 s,0 s,0 s,4.2 ms,0 s,0 s,4.5 ms,0 s,0 s,1.5 ms,0 s,0 s,11.2 ms,194.8 ms,54.9 ms,0 s,0 s,6.1 ms,0 s,0 s,0 s,11.6 ms,6.8 ms,0 s,0 s,0 s,0 s,8.5 ms,9.5 ms,412.0 µs,0 s,0 s,0 s,9.1 ms,2.1 ms
2024-01-02 14:17:00,763.2 µs,5.7 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,6.0 ms,0 s,0 s,0 s,2.4 ms,0 s,0 s,0 s,0 s,195.3 ms,0 s,0 s,0 s,0 s,0 s,4.1 ms,0 s,0 s,4.5 ms,0 s,0 s,4.3 ms,0 s,0 s,11.1 ms,198.9 ms,55.2 ms,0 s,0 s,6.1 ms,0 s,0 s,0 s,11.7 ms,15.4 ms,0 s,0 s,0 s,0 s,11.7 ms,9.3 ms,411.0 µs,0 s,0 s,0 s,9.4 ms,1.3 ms
2024-01-02 14:17:05,745.1 µs,5.9 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,5.3 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,191.7 ms,0 s,0 s,0 s,0 s,0 s,3.3 ms,0 s,0 s,6.1 ms,0 s,0 s,4.4 ms,0 s,0 s,13.3 ms,202.9 ms,58.4 ms,0 s,0 s,6.2 ms,0 s,0 s,0 s,7.9 ms,15.6 ms,0 s,0 s,0 s,0 s,11.1 ms,13.9 ms,414.7 µs,0 s,0 s,0 s,11.1 ms,1.3 ms
2024-01-02 14:17:10,424.2 µs,6.1 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,4.9 ms,5.4 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,193.0 ms,0 s,0 s,0 s,0 s,0 s,7.4 ms,0 s,0 s,6.1 ms,0 s,0 s,4.8 ms,0 s,0 s,16.7 ms,141.8 ms,57.4 ms,0 s,0 s,6.0 ms,0 s,0 s,0 s,9.1 ms,15.5 ms,0 s,0 s,0 s,0 s,13.3 ms,13.9 ms,416.7 µs,0 s,0 s,0 s,12.8 ms,1.3 ms
2024-01-02 14:17:15,438.4 µs,6.2 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,6.1 ms,6.1 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,199.8 ms,0 s,0 s,0 s,0 s,0 s,7.3 ms,0 s,0 s,2.4 ms,0 s,0 s,4.9 ms,0 s,0 s,13.8 ms,133.6 ms,59.1 ms,0 s,0 s,6.1 ms,0 s,0 s,0 s,9.1 ms,9.8 ms,0 s,0 s,0 s,0 s,12.1 ms,13.8 ms,410.2 µs,0 s,0 s,0 s,12.8 ms,8.1 ms
2024-01-02 14:17:20,432.7 µs,6.1 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,6.1 ms,8.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,181.6 ms,0 s,0 s,0 s,0 s,0 s,7.2 ms,0 s,0 s,2.4 ms,0 s,0 s,4.9 ms,0 s,0 s,16.4 ms,205.1 ms,59.2 ms,0 s,0 s,6.0 ms,0 s,0 s,0 s,15.4 ms,15.6 ms,0 s,0 s,0 s,0 s,18.1 ms,18.6 ms,0 s,0 s,0 s,0 s,12.1 ms,8.0 ms
2024-01-02 14:17:25,1.5 ms,5.9 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,6.1 ms,7.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,178.0 ms,0 s,0 s,0 s,0 s,0 s,7.6 ms,0 s,0 s,2.4 ms,0 s,0 s,5.0 ms,0 s,0 s,16.4 ms,216.8 ms,59.2 ms,0 s,0 s,6.0 ms,0 s,0 s,0 s,15.2 ms,15.9 ms,0 s,0 s,0 s,0 s,17.2 ms,13.4 ms,0 s,0 s,0 s,0 s,12.2 ms,7.1 ms
2024-01-02 14:17:30,1.5 ms,5.9 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,6.2 ms,7.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,131.8 ms,0 s,0 s,0 s,0 s,0 s,7.5 ms,0 s,0 s,4.1 ms,0 s,0 s,4.9 ms,0 s,0 s,18.0 ms,218.4 ms,7.9 ms,0 s,0 s,6.0 ms,0 s,0 s,0 s,16.1 ms,15.7 ms,0 s,0 s,0 s,0 s,18.5 ms,16.1 ms,0 s,0 s,0 s,0 s,12.2 ms,7.3 ms
2024-01-02 14:17:35,1.1 ms,5.8 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,6.1 ms,6.5 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,130.6 ms,0 s,0 s,0 s,0 s,0 s,5.3 ms,0 s,0 s,3.4 ms,0 s,0 s,5.6 ms,0 s,0 s,14.8 ms,222.5 ms,7.7 ms,0 s,0 s,6.0 ms,0 s,0 s,0 s,14.0 ms,14.8 ms,0 s,0 s,0 s,0 s,16.3 ms,14.7 ms,0 s,0 s,0 s,0 s,10.5 ms,7.2 ms
2024-01-02 14:17:40,1.1 ms,5.5 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.2 ms,6.9 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,127.1 ms,0 s,0 s,0 s,0 s,0 s,9.5 ms,0 s,0 s,4.6 ms,0 s,0 s,4.6 ms,0 s,0 s,14.8 ms,218.7 ms,14.5 ms,0 s,0 s,8.8 ms,0 s,0 s,0 s,17.6 ms,15.5 ms,0 s,0 s,0 s,0 s,16.5 ms,22.3 ms,3.7 ms,0 s,0 s,0 s,10.6 ms,7.3 ms
2024-01-02 14:17:45,1.1 ms,5.5 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.2 ms,4.8 ms,0 s,0 s,0 s,941.7 µs,0 s,0 s,0 s,0 s,129.7 ms,0 s,0 s,0 s,0 s,0 s,9.4 ms,0 s,0 s,4.6 ms,0 s,0 s,4.6 ms,0 s,0 s,12.7 ms,84.8 ms,19.7 ms,0 s,0 s,10.9 ms,0 s,0 s,0 s,12.7 ms,15.2 ms,0 s,0 s,0 s,0 s,13.1 ms,21.5 ms,3.9 ms,0 s,0 s,0 s,9.8 ms,30.1 ms
2024-01-02 14:17:50,1.1 ms,5.5 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.0 ms,5.9 ms,0 s,0 s,0 s,924.8 µs,0 s,0 s,0 s,0 s,110.9 ms,0 s,0 s,0 s,0 s,0 s,10.7 ms,0 s,0 s,4.7 ms,0 s,0 s,4.1 ms,0 s,0 s,14.1 ms,85.4 ms,19.8 ms,0 s,0 s,10.6 ms,0 s,0 s,0 s,13.0 ms,15.4 ms,0 s,0 s,0 s,0 s,13.4 ms,23.3 ms,5.8 ms,0 s,0 s,0 s,5.4 ms,30.1 ms
2024-01-02 14:17:55,1.1 ms,5.4 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,11.8 ms,4.9 ms,0 s,0 s,0 s,933.2 µs,0 s,0 s,0 s,0 s,108.8 ms,0 s,0 s,0 s,0 s,0 s,10.6 ms,0 s,0 s,4.7 ms,0 s,0 s,1.2 ms,0 s,0 s,14.2 ms,162.9 ms,19.2 ms,0 s,0 s,10.7 ms,0 s,0 s,0 s,12.9 ms,7.8 ms,0 s,0 s,0 s,0 s,10.4 ms,23.1 ms,5.8 ms,0 s,0 s,0 s,5.5 ms,30.3 ms
2024-01-02 14:18:00,1.1 ms,5.4 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,12.0 ms,4.9 ms,0 s,0 s,0 s,931.1 µs,0 s,0 s,0 s,0 s,121.1 ms,0 s,0 s,0 s,0 s,0 s,9.7 ms,0 s,0 s,3.1 ms,0 s,0 s,1.2 ms,0 s,0 s,9.7 ms,162.6 ms,15.9 ms,0 s,0 s,10.8 ms,0 s,0 s,0 s,13.4 ms,7.9 ms,0 s,0 s,0 s,0 s,10.7 ms,22.4 ms,5.8 ms,0 s,0 s,0 s,3.8 ms,30.2 ms
2024-01-02 14:18:05,1.1 ms,5.5 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,7.0 ms,6.4 ms,0 s,0 s,0 s,955.8 µs,0 s,0 s,0 s,0 s,145.5 ms,0 s,0 s,0 s,0 s,0 s,5.7 ms,0 s,0 s,5.3 ms,0 s,0 s,642.3 µs,0 s,0 s,12.1 ms,165.2 ms,15.7 ms,0 s,0 s,11.0 ms,0 s,0 s,0 s,12.3 ms,7.8 ms,0 s,0 s,0 s,0 s,10.0 ms,22.0 ms,5.7 ms,0 s,0 s,0 s,2.2 ms,29.9 ms
2024-01-02 14:18:10,1.1 ms,5.6 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,7.8 ms,5.5 ms,0 s,0 s,0 s,938.3 µs,0 s,0 s,0 s,0 s,135.5 ms,0 s,0 s,0 s,0 s,0 s,6.7 ms,0 s,0 s,5.4 ms,0 s,0 s,641.9 µs,0 s,0 s,14.2 ms,165.1 ms,16.7 ms,0 s,0 s,10.7 ms,0 s,0 s,0 s,13.2 ms,7.8 ms,0 s,0 s,0 s,0 s,11.3 ms,22.3 ms,5.9 ms,0 s,0 s,0 s,2.2 ms,22.9 ms
2024-01-02 14:18:15,1.1 ms,5.8 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,7.8 ms,7.1 ms,0 s,0 s,0 s,946.0 µs,0 s,0 s,0 s,0 s,39.6 ms,0 s,0 s,0 s,0 s,0 s,6.6 ms,0 s,0 s,5.2 ms,0 s,0 s,1.4 ms,100.3 µs,0 s,11.7 ms,92.9 ms,16.9 ms,0 s,0 s,10.8 ms,0 s,0 s,0 s,6.6 ms,1.8 ms,0 s,0 s,0 s,0 s,5.1 ms,16.5 ms,5.9 ms,0 s,0 s,0 s,2.2 ms,23.2 ms
2024-01-02 14:18:20,0 s,6.2 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,7.9 ms,7.1 ms,0 s,0 s,0 s,948.3 µs,0 s,0 s,0 s,0 s,39.7 ms,0 s,0 s,0 s,0 s,0 s,6.7 ms,0 s,0 s,5.3 ms,0 s,0 s,1.4 ms,99.1 µs,0 s,15.5 ms,79.9 ms,17.0 ms,0 s,0 s,11.1 ms,0 s,0 s,0 s,6.7 ms,1.8 ms,0 s,0 s,0 s,0 s,6.7 ms,19.0 ms,5.8 ms,0 s,0 s,0 s,2.5 ms,23.0 ms
2024-01-02 14:18:25,0 s,6.3 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,7.9 ms,6.9 ms,0 s,0 s,0 s,958.9 µs,0 s,0 s,0 s,0 s,38.9 ms,0 s,0 s,0 s,0 s,0 s,6.7 ms,0 s,0 s,3.5 ms,0 s,0 s,1.4 ms,101.1 µs,0 s,14.1 ms,167.6 ms,14.3 ms,0 s,0 s,11.0 ms,0 s,0 s,0 s,6.5 ms,2.6 ms,0 s,0 s,0 s,0 s,5.6 ms,16.1 ms,5.7 ms,0 s,0 s,0 s,2.5 ms,22.9 ms
2024-01-02 14:18:30,0 s,6.4 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,9.0 ms,8.0 ms,0 s,0 s,0 s,926.1 µs,0 s,0 s,0 s,0 s,40.3 ms,0 s,0 s,0 s,0 s,0 s,7.8 ms,0 s,0 s,3.5 ms,0 s,0 s,817.4 µs,101.4 µs,0 s,18.3 ms,168.3 ms,16.2 ms,0 s,0 s,11.1 ms,0 s,0 s,0 s,6.6 ms,2.6 ms,0 s,0 s,0 s,0 s,7.7 ms,17.0 ms,5.8 ms,0 s,0 s,0 s,1.5 ms,23.3 ms
2024-01-02 14:18:35,0 s,6.6 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.1 ms,7.5 ms,0 s,0 s,0 s,948.2 µs,0 s,0 s,0 s,0 s,40.5 ms,0 s,0 s,0 s,0 s,0 s,3.7 ms,0 s,0 s,2.2 ms,0 s,0 s,804.9 µs,99.2 µs,0 s,18.3 ms,166.7 ms,13.1 ms,0 s,0 s,8.9 ms,0 s,0 s,0 s,3.9 ms,1.9 ms,0 s,0 s,0 s,0 s,7.7 ms,9.5 ms,2.0 ms,0 s,0 s,0 s,1.2 ms,22.8 ms
2024-01-02 14:18:40,0 s,6.6 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,3.1 ms,7.6 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s,0 s,39.1 ms,0 s,0 s,0 s,0 s,0 s,4.8 ms,0 s,0 s,30.3 ms,0 s,0 s,5.3 ms,100.3 µs,0 s,22.5 ms,173.0 ms,7.4 ms,0 s,0 s,1.0 ms,0 s,0 s,0 s,4.2 ms,1.9 ms,0 s,0 s,0 s,0 s,9.4 ms,13.1 ms,2.0 ms,0 s,0 s,0 s,1.2 ms,0 s
